AREA,STATE,FIPS,RATE,Year
"Bulloch, GA",GA,13031,88.3,2012
"Burke, GA",GA,13033,87.8,2012
"Butts, GA",GA,13035,94.9,2012
"Calhoun, GA",GA,13037,–,2012
"Camden, GA",GA,13039,83.7,2012
"Candler, GA",GA,13043,146.4,2012
"Carroll, GA",GA,13045,139.8,2012
"Catoosa, GA",GA,13047,185.9,2012
"Charlton, GA",GA,13049,95,2012
"Chatham, GA",GA,13051,96.8,2012
"Chattahoochee, GA",GA,13053,–,2012
"Chattooga, GA",GA,13055,159.3,2012
"Cherokee, GA",GA,13057,77.2,2012
"Clarke, GA",GA,13059,130.2,2012
"Clay, GA",GA,13061,108.8,2012
"Clayton, GA",GA,13063,54.5,2012
"Clinch, GA",GA,13065,143.2,2012
"Cobb, GA",GA,13067,73,2012
"Coffee, GA",GA,13069,176.9,2012
"Colquitt, GA",GA,13071,79.6,2012
"Columbia, GA",GA,13073,93.2,2012
"Cook, GA",GA,13075,121.1,2012
"Coweta, GA",GA,13077,94.5,2012
"Crawford, GA",GA,13079,–,2012
"Crisp, GA",GA,13081,174.7,2012
"Dade, GA",GA,13083,112.7,2012
"Dawson, GA",GA,13085,170.1,2012
"Decatur, GA",GA,13087,148.1,2012
"DeKalb, GA",GA,13089,49.4,2012
"Dodge, GA",GA,13091,107.9,2012
"Dooly, GA",GA,13093,–,2012
"Dougherty, GA",GA,13095,132.8,2012
"Douglas, GA",GA,13097,104.7,2012
"Early, GA",GA,13099,104.3,2012
"Echols, GA",GA,13101,–,2012
"Effingham, GA",GA,13103,77.9,2012
"Elbert, GA",GA,13105,136.8,2012
"Emanuel, GA",GA,13107,116,2012
"Evans, GA",GA,13109,169.2,2012
"Fannin, GA",GA,13111,140.2,2012
"Fayette, GA",GA,13113,86.1,2012
"Floyd, GA",GA,13115,176.4,2012
"Forsyth, GA",GA,13117,65.5,2012
"Franklin, GA",GA,13119,163.9,2012
"Fulton, GA",GA,13121,54.1,2012
"Gilmer, GA",GA,13123,154.2,2012
"Glascock, GA",GA,13125,–,2012
"Glynn, GA",GA,13127,118.8,2012
"Gordon, GA",GA,13129,154.5,2012
"Grady, GA",GA,13131,74.8,2012
"Greene, GA",GA,13133,133.4,2012
"Gwinnett, GA",GA,13135,55,2012
"Habersham, GA",GA,13137,127.4,2012
"Hall, GA",GA,13139,103.9,2012
"Hancock, GA",GA,13141,53.7,2012
"Haralson, GA",GA,13143,241.9,2012
"Harris, GA",GA,13145,7.7,2012
"Hart, GA",GA,13147,124,2012
"Heard, GA",GA,13149,–,2012
"Henry, GA",GA,13151,89.5,2012
"Houston, GA",GA,13153,114.6,2012
"Irwin, GA",GA,13155,57.9,2012
"Jackson, GA",GA,13157,120.9,2012
"Jasper, GA",GA,13159,57.3,2012
"Jeff Davis, GA",GA,13161,115,2012
"Jefferson, GA",GA,13163,133.2,2012
"Jenkins, GA",GA,13165,36,2012
"Johnson, GA",GA,13167,39.6,2012
"Jones, GA",GA,13169,48.3,2012
"Lamar, GA",GA,13171,97.2,2012
"Lanier, GA",GA,13173,–,2012
"Laurens, GA",GA,13175,169,2012
"Lee, GA",GA,13177,49.7,2012
"Liberty, GA",GA,13179,59.3,2012
"Lincoln, GA",GA,13181,–,2012
"Long, GA",GA,13183,–,2012
"Lowndes, GA",GA,13185,120.7,2012
"Lumpkin, GA",GA,13187,90.8,2012
"McDuffie, GA",GA,13189,170.8,2012
"McIntosh, GA",GA,13191,98.9,2012
"Macon, GA",GA,13193,60,2012
"Madison, GA",GA,13195,126.3,2012
"Marion, GA",GA,13197,–,2012
"Meriwether, GA",GA,13199,46.7,2012
"Miller, GA",GA,13201,140.1,2012
"Mitchell, GA",GA,13205,101.7,2012
"Monroe, GA",GA,13207,64.6,2012
"Montgomery, GA",GA,13209,–,2012
"Morgan, GA",GA,13211,63.3,2012
"Murray, GA",GA,13213,118.6,2012
"Muscogee, GA",GA,13215,110,2012
"Newton, GA",GA,13217,104.4,2012
"Oconee, GA",GA,13219,64.6,2012
"Oglethorpe, GA",GA,13221,–,2012
"Paulding, GA",GA,13223,69.4,2012
"Peach, GA",GA,13225,96.8,2012
"Pickens, GA",GA,13227,148.1,2012
"Pierce, GA",GA,13229,48.2,2012
"Pike, GA",GA,13231,–,2012
"Polk, GA",GA,13233,204.2,2012
"Pulaski, GA",GA,13235,99.5,2012
"Putnam, GA",GA,13237,74.3,2012
"Quitman, GA",GA,13239,–,2012
"Rabun, GA",GA,13241,163,2012
"Randolph, GA",GA,13243,183.1,2012
"Richmond, GA",GA,13245,110.4,2012
"Rockdale, GA",GA,13247,85.6,2012
"Schley, GA",GA,13249,–,2012
"Screven, GA",GA,13251,44.2,2012
"Seminole, GA",GA,13253,152.8,2012
"Spalding, GA",GA,13255,164.2,2012
"Stephens, GA",GA,13257,189.3,2012
"Stewart, GA",GA,13259,68.8,2012
"Sumter, GA",GA,13261,97.5,2012
"Talbot, GA",GA,13263,–,2012
"Taliaferro, GA",GA,13265,–,2012
"Tattnall, GA",GA,13267,61.7,2012
"Taylor, GA",GA,13269,47.7,2012
"Telfair, GA",GA,13271,52.5,2012
"Terrell, GA",GA,13273,57.1,2012
"Thomas, GA",GA,13275,110.8,2012
"Tift, GA",GA,13277,156.6,2012
"Toombs, GA",GA,13279,189.3,2012
"Towns, GA",GA,13281,116.2,2012
"Treutlen, GA",GA,13283,–,2012
"Troup, GA",GA,13285,139.8,2012
"Turner, GA",GA,13287,79.3,2012
"Twiggs, GA",GA,13289,–,2012
"Union, GA",GA,13291,171.6,2012
"Upson, GA",GA,13293,145.2,2012
"Walker, GA",GA,13295,47.1,2012
"Walton, GA",GA,13297,126.8,2012
"Ware, GA",GA,13299,215,2012
"Warren, GA",GA,13301,–,2012
"Washington, GA",GA,13303,102,2012
"Wayne, GA",GA,13305,167.2,2012
"Webster, GA",GA,13307,–,2012
"Wheeler, GA",GA,13309,–,2012
"White, GA",GA,13311,94.4,2012
"Whitfield, GA",GA,13313,106.7,2012
"Wilcox, GA",GA,13315,–,2012
"Wilkes, GA",GA,13317,170.5,2012
"Wilkinson, GA",GA,13319,–,2012
"Worth, GA",GA,13321,96.2,2012
"Hawaii, HI",HI,15001,85.8,2012
"Honolulu, HI",HI,15003,38.9,2012
"Kalawao, HI",HI,15005,–,2012
"Kauai, HI",HI,15007,71.6,2012
"Maui, HI",HI,15009,69.7,2012
"Adair, IA",IA,19001,38.9,2012
"Adams, IA",IA,19003,–,2012
"Allamakee, IA",IA,19005,59,2012
"Appanoose, IA",IA,19007,123.4,2012
"Audubon, IA",IA,19009,37.7,2012
"Benton, IA",IA,19011,4.3,2012
"Black Hawk, IA",IA,19013,93.1,2012
"Boone, IA",IA,19015,65,2012
"Bremer, IA",IA,19017,45.8,2012
"Buchanan, IA",IA,19019,36.1,2012
"Buena Vista, IA",IA,19021,47.9,2012
"Butler, IA",IA,19023,38.6,2012
"Calhoun, IA",IA,19025,47.2,2012
"Carroll, IA",IA,19027,121.4,2012
"Cass, IA",IA,19029,119.3,2012
"Cedar, IA",IA,19031,20.5,2012
"Cerro Gordo, IA",IA,19033,125.5,2012
"Cherokee, IA",IA,19035,63.4,2012
"Chickasaw, IA",IA,19037,37.1,2012
"Clarke, IA",IA,19039,92.3,2012
"Clay, IA",IA,19041,118.8,2012
"Clayton, IA",IA,19043,37,2012
"Clinton, IA",IA,19045,83.7,2012
"Crawford, IA",IA,19047,64.2,2012
"Dallas, IA",IA,19049,24.1,2012
"Davis, IA",IA,19051,58.1,2012
"Decatur, IA",IA,19053,–,2012
"Delaware, IA",IA,19055,55.1,2012
"Des Moines, IA",IA,19057,111.5,2012
"Dickinson, IA",IA,19059,86.1,2012
"Dubuque, IA",IA,19061,66.9,2012
"Emmet, IA",IA,19063,51.5,2012
"Fayette, IA",IA,19065,91.9,2012
"Floyd, IA",IA,19067,102.8,2012
"Franklin, IA",IA,19069,31.5,2012
"Fremont, IA",IA,19071,72.2,2012
"Greene, IA",IA,19073,94.5,2012
"Grundy, IA",IA,19075,8.9,2012
"Guthrie, IA",IA,19077,22.9,2012
"Hamilton, IA",IA,19079,67.3,2012
"Hancock, IA",IA,19081,19.2,2012
"Hardin, IA",IA,19083,61.6,2012
"Harrison, IA",IA,19085,67.9,2012
"Henry, IA",IA,19087,78.8,2012
"Howard, IA",IA,19089,48.9,2012
"Humboldt, IA",IA,19091,55.4,2012
"Ida, IA",IA,19093,76.7,2012
"Iowa, IA",IA,19095,21.4,2012
"Jackson, IA",IA,19097,39.5,2012
"Jasper, IA",IA,19099,80.7,2012
"Jefferson, IA",IA,19101,89.8,2012
"Johnson, IA",IA,19103,43.1,2012
"Jones, IA",IA,19105,28.2,2012
"Keokuk, IA",IA,19107,17.8,2012
"Kossuth, IA",IA,19109,53,2012
"Lee, IA",IA,19111,132.1,2012
"Linn, IA",IA,19113,82.8,2012
"Louisa, IA",IA,19115,26.9,2012
"Lucas, IA",IA,19117,95,2012
"Lyon, IA",IA,19119,24.4,2012
"Madison, IA",IA,19121,43.5,2012
"Mahaska, IA",IA,19123,73.4,2012
"Marion, IA",IA,19125,67.5,2012
"Marshall, IA",IA,19127,91.9,2012
"Mills, IA",IA,19129,31.5,2012
"Mitchell, IA",IA,19131,35,2012
"Monona, IA",IA,19133,79.3,2012
"Monroe, IA",IA,19135,105.7,2012
"Montgomery, IA",IA,19137,77.4,2012
"Muscatine, IA",IA,19139,75,2012
"O’Brien, IA",IA,19141,29.7,2012
"Osceola, IA",IA,19143,29,2012
"Page, IA",IA,19145,130.7,2012
"Palo Alto, IA",IA,19147,56.5,2012
"Plymouth, IA",IA,19149,46.6,2012
"Pocahontas, IA",IA,19151,64.9,2012
"Polk, IA",IA,19153,105.7,2012
"Pottawattamie, IA",IA,19155,104.4,2012
"Poweshiek, IA",IA,19157,53,2012
"Ringgold, IA",IA,19159,66.8,2012
"Sac, IA",IA,19161,17,2012
"Scott, IA",IA,19163,87.5,2012
"Shelby, IA",IA,19165,63.5,2012
"Sioux, IA",IA,19167,29.8,2012
"Story, IA",IA,19169,42.8,2012
"Tama, IA",IA,19171,22.7,2012
"Taylor, IA",IA,19173,53.5,2012
"Union, IA",IA,19175,145.8,2012
"Van Buren, IA",IA,19177,–,2012
"Wapello, IA",IA,19179,120.7,2012
"Warren, IA",IA,19181,46.5,2012
"Washington, IA",IA,19183,45,2012
"Wayne, IA",IA,19185,81.5,2012
"Webster, IA",IA,19187,98.5,2012
"Winnebago, IA",IA,19189,46.7,2012
"Winneshiek, IA",IA,19191,40.2,2012
"Woodbury, IA",IA,19193,70,2012
"Worth, IA",IA,19195,–,2012
"Wright, IA",IA,19197,79.5,2012
"Ada, ID",ID,16001,87,2012
"Adams, ID",ID,16003,–,2012
"Bannock, ID",ID,16005,116.1,2012
"Bear Lake, ID",ID,16007,123.9,2012
"Benewah, ID",ID,16009,94.3,2012
"Bingham, ID",ID,16011,79.5,2012
"Blaine, ID",ID,16013,50,2012
"Boise, ID",ID,16015,–,2012
"Bonner, ID",ID,16017,105.1,2012
"Bonneville, ID",ID,16019,110.6,2012
"Boundary, ID",ID,16021,82.6,2012
"Butte, ID",ID,16023,92.5,2012
"Camas, ID",ID,16025,–,2012
"Canyon, ID",ID,16027,87.1,2012
"Caribou, ID",ID,16029,113.9,2012
"Cassia, ID",ID,16031,128.9,2012
"Clark, ID",ID,16033,–,2012
"Clearwater, ID",ID,16035,114.1,2012
"Custer, ID",ID,16037,40.2,2012
"Elmore, ID",ID,16039,65.2,2012
"Franklin, ID",ID,16041,88.9,2012
"Fremont, ID",ID,16043,41,2012
"Gem, ID",ID,16045,119.4,2012
"Gooding, ID",ID,16047,51,2012
"Idaho, ID",ID,16049,71,2012
"Jefferson, ID",ID,16051,38.5,2012
"Jerome, ID",ID,16053,84.6,2012
"Kootenai, ID",ID,16055,111.1,2012
"Latah, ID",ID,16057,76.5,2012
"Lemhi, ID",ID,16059,92,2012
"Lewis, ID",ID,16061,227,2012
"Lincoln, ID",ID,16063,–,2012
"Madison, ID",ID,16065,56.6,2012
"Minidoka, ID",ID,16067,37,2012
"Nez Perce, ID",ID,16069,148.7,2012
"Oneida, ID",ID,16071,91.5,2012
"Owyhee, ID",ID,16073,31.1,2012
"Payette, ID",ID,16075,42.8,2012
"Power, ID",ID,16077,35.1,2012
"Shoshone, ID",ID,16079,131.8,2012
"Teton, ID",ID,16081,69.6,2012
"Twin Falls, ID",ID,16083,131.2,2012
"Valley, ID",ID,16085,109.6,2012
"Washington, ID",ID,16087,127.3,2012
"Adams, IL",IL,17001,136.8,2012
"Alexander, IL",IL,17003,51.1,2012
"Bond, IL",IL,17005,75.1,2012
"Boone, IL",IL,17007,58.6,2012
"Brown, IL",IL,17009,–,2012
"Bureau, IL",IL,17011,33.1,2012
"Calhoun, IL",IL,17013,–,2012
"Carroll, IL",IL,17015,21.8,2012
"Cass, IL",IL,17017,53.7,2012
"Champaign, IL",IL,17019,76.4,2012
"Christian, IL",IL,17021,107.1,2012
"Clark, IL",IL,17023,102.4,2012
"Clay, IL",IL,17025,98.6,2012
"Clinton, IL",IL,17027,35.1,2012
"Coles, IL",IL,17029,122.7,2012
"Cook, IL",IL,17031,47.5,2012
"Crawford, IL",IL,17033,30.5,2012
"Cumberland, IL",IL,17035,–,2012
"DeKalb, IL",IL,17037,62.3,2012
"De Witt, IL",IL,17039,99.4,2012
"Douglas, IL",IL,17041,14.1,2012
"DuPage, IL",IL,17043,54.6,2012
"Edgar, IL",IL,17045,129.2,2012
"Edwards, IL",IL,17047,50.7,2012
"Effingham, IL",IL,17049,127.3,2012
"Fayette, IL",IL,17051,85.4,2012
"Ford, IL",IL,17053,–,2012
"Franklin, IL",IL,17055,165.2,2012
"Fulton, IL",IL,17057,80.9,2012
"Gallatin, IL",IL,17059,–,2012
"Greene, IL",IL,17061,9.3,2012
"Grundy, IL",IL,17063,85.4,2012
"Hamilton, IL",IL,17065,–,2012
"Hancock, IL",IL,17067,30.3,2012
"Hardin, IL",IL,17069,253.2,2012
"Henderson, IL",IL,17071,–,2012
"Henry, IL",IL,17073,64.5,2012
"Iroquois, IL",IL,17075,71.9,2012
"Jackson, IL",IL,17077,135,2012
"Jasper, IL",IL,17079,50.4,2012
"Jefferson, IL",IL,17081,138,2012
"Jersey, IL",IL,17083,113.2,2012
"Jo Daviess, IL",IL,17085,48.2,2012
"Johnson, IL",IL,17087,–,2012
"Kane, IL",IL,17089,48,2012
"Kankakee, IL",IL,17091,90,2012
"Kendall, IL",IL,17093,64.5,2012
"Knox, IL",IL,17095,121.4,2012
"Lake, IL",IL,17097,60.9,2012
"La Salle, IL",IL,17099,96.3,2012
"Lawrence, IL",IL,17101,115,2012
"Lee, IL",IL,17103,77.1,2012
"Livingston, IL",IL,17105,90.3,2012
"Logan, IL",IL,17107,97.9,2012
"McDonough, IL",IL,17109,82.4,2012
"McHenry, IL",IL,17111,74.1,2012
"McLean, IL",IL,17113,67.9,2012
"Macon, IL",IL,17115,115.3,2012
"Macoupin, IL",IL,17117,48.6,2012
"Madison, IL",IL,17119,123.8,2012
"Marion, IL",IL,17121,136,2012
"Marshall, IL",IL,17123,18.9,2012
"Mason, IL",IL,17125,76.7,2012
"Massac, IL",IL,17127,135.4,2012
"Menard, IL",IL,17129,–,2012
"Mercer, IL",IL,17131,42.9,2012
"Monroe, IL",IL,17133,89.1,2012
"Montgomery, IL",IL,17135,151.4,2012
"Morgan, IL",IL,17137,128.5,2012
"Moultrie, IL",IL,17139,43.3,2012
"Ogle, IL",IL,17141,27.4,2012
"Peoria, IL",IL,17143,94.6,2012
"Perry, IL",IL,17145,121.2,2012
"Piatt, IL",IL,17147,44.6,2012
"Pike, IL",IL,17149,59.4,2012
"Pope, IL",IL,17151,–,2012
"Pulaski, IL",IL,17153,78.1,2012
"Putnam, IL",IL,17155,–,2012
"Randolph, IL",IL,17157,61.3,2012
"Richland, IL",IL,17159,113.9,2012
"Rock Island, IL",IL,17161,88,2012
"St. Clair, IL",IL,17163,87.4,2012
"Saline, IL",IL,17165,237.1,2012
"Sangamon, IL",IL,17167,124.1,2012
"Schuyler, IL",IL,17169,118.3,2012
"Scott, IL",IL,17171,–,2012
"Shelby, IL",IL,17173,40.2,2012
"Stark, IL",IL,17175,–,2012
"Stephenson, IL",IL,17177,94,2012
"Tazewell, IL",IL,17179,107.5,2012
"Union, IL",IL,17181,163.8,2012
"Vermilion, IL",IL,17183,116.1,2012
"Wabash, IL",IL,17185,132.7,2012
"Warren, IL",IL,17187,72.4,2012
"Washington, IL",IL,17189,6.6,2012
"Wayne, IL",IL,17191,107.8,2012
"White, IL",IL,17193,123.5,2012
"Whiteside, IL",IL,17195,81.9,2012
"Will, IL",IL,17197,60.6,2012
"Williamson, IL",IL,17199,179.6,2012
"Winnebago, IL",IL,17201,117.7,2012
"Woodford, IL",IL,17203,20.6,2012
"Adams, IN",IN,18001,71.5,2012
"Allen, IN",IN,18003,96.1,2012
"Bartholomew, IN",IN,18005,141.7,2012
"Benton, IN",IN,18007,26.2,2012
"Blackford, IN",IN,18009,134.7,2012
"Boone, IN",IN,18011,84.4,2012
"Brown, IN",IN,18013,48.9,2012
"Carroll, IN",IN,18015,42,2012
"Cass, IN",IN,18017,86.1,2012
"Clark, IN",IN,18019,146.9,2012
"Clay, IN",IN,18021,128.8,2012
"Clinton, IN",IN,18023,113.8,2012
"Crawford, IN",IN,18025,72.7,2012
"Daviess, IN",IN,18027,120.5,2012
"Dearborn, IN",IN,18029,108.3,2012
"Decatur, IN",IN,18031,114.5,2012
"DeKalb, IN",IN,18033,86.9,2012
"Delaware, IN",IN,18035,145.5,2012
"Dubois, IN",IN,18037,131.5,2012
"Elkhart, IN",IN,18039,93.3,2012
"Fayette, IN",IN,18041,180.5,2012
"Floyd, IN",IN,18043,197.6,2012
"Fountain, IN",IN,18045,144,2012
"Franklin, IN",IN,18047,67.3,2012
"Fulton, IN",IN,18049,118.7,2012
"Gibson, IN",IN,18051,105.8,2012
"Grant, IN",IN,18053,147.4,2012
"Greene, IN",IN,18055,106.7,2012
"Hamilton, IN",IN,18057,65,2012
"Hancock, IN",IN,18059,96.6,2012
"Harrison, IN",IN,18061,118.7,2012
"Hendricks, IN",IN,18063,92.8,2012
"Henry, IN",IN,18065,120.9,2012
"Howard, IN",IN,18067,174,2012
"Huntington, IN",IN,18069,107.4,2012
"Jackson, IN",IN,18071,137.8,2012
"Jasper, IN",IN,18073,130.8,2012
"Jay, IN",IN,18075,139.3,2012
"Jefferson, IN",IN,18077,151.5,2012
"Jennings, IN",IN,18079,147.5,2012
"Johnson, IN",IN,18081,113.6,2012
"Knox, IN",IN,18083,160.4,2012
"Kosciusko, IN",IN,18085,91.2,2012
"LaGrange, IN",IN,18087,28.7,2012
"Lake, IN",IN,18089,95.6,2012
"LaPorte, IN",IN,18091,127.7,2012
"Lawrence, IN",IN,18093,165.4,2012
"Madison, IN",IN,18095,153.4,2012
"Marion, IN",IN,18097,101.4,2012
"Marshall, IN",IN,18099,99.5,2012
"Martin, IN",IN,18101,123.4,2012
"Miami, IN",IN,18103,78,2012
"Monroe, IN",IN,18105,93.4,2012
"Montgomery, IN",IN,18107,121.4,2012
"Morgan, IN",IN,18109,159.1,2012
"Newton, IN",IN,18111,31.5,2012
"Noble, IN",IN,18113,93.7,2012
"Ohio, IN",IN,18115,–,2012
"Orange, IN",IN,18117,144.1,2012
"Owen, IN",IN,18119,86.9,2012
"Parke, IN",IN,18121,64.1,2012
"Perry, IN",IN,18123,117.3,2012
"Pike, IN",IN,18125,118.2,2012
"Porter, IN",IN,18127,107,2012
"Posey, IN",IN,18129,72.5,2012
"Pulaski, IN",IN,18131,90.7,2012
"Putnam, IN",IN,18133,99.7,2012
"Randolph, IN",IN,18135,108.8,2012
"Ripley, IN",IN,18137,119.9,2012
"Rush, IN",IN,18139,111.1,2012
"St. Joseph, IN",IN,18141,100.5,2012
"Scott, IN",IN,18143,237.4,2012
"Shelby, IN",IN,18145,103.6,2012
"Spencer, IN",IN,18147,78.2,2012
"Starke, IN",IN,18149,155.8,2012
"Steuben, IN",IN,18151,98.8,2012
"Sullivan, IN",IN,18153,147.1,2012
"Switzerland, IN",IN,18155,64.9,2012
"Tippecanoe, IN",IN,18157,90.5,2012
"Tipton, IN",IN,18159,89.9,2012
"Union, IN",IN,18161,65.9,2012
"Vanderburgh, IN",IN,18163,183.3,2012
"Vermillion, IN",IN,18165,122.1,2012
"Vigo, IN",IN,18167,147,2012
"Wabash, IN",IN,18169,116.3,2012
"Warren, IN",IN,18171,–,2012
"Warrick, IN",IN,18173,101.3,2012
"Washington, IN",IN,18175,111.7,2012
"Wayne, IN",IN,18177,130.7,2012
"Wells, IN",IN,18179,83.3,2012
"White, IN",IN,18181,98.6,2012
"Whitley, IN",IN,18183,119,2012
"Allen, KS",KS,20001,196.8,2012
"Anderson, KS",KS,20003,–,2012
"Atchison, KS",KS,20005,121.9,2012
"Barber, KS",KS,20007,113.4,2012
"Barton, KS",KS,20009,122.8,2012
"Bourbon, KS",KS,20011,112.7,2012
"Brown, KS",KS,20013,50.2,2012
"Butler, KS",KS,20015,114.3,2012
"Chase, KS",KS,20017,–,2012
"Chautauqua, KS",KS,20019,20.7,2012
"Cherokee, KS",KS,20021,40.6,2012
"Cheyenne, KS",KS,20023,101.6,2012
"Clark, KS",KS,20025,–,2012
"Clay, KS",KS,20027,93.2,2012
"Cloud, KS",KS,20029,89.7,2012
"Coffey, KS",KS,20031,–,2012
"Comanche, KS",KS,20033,–,2012
"Cowley, KS",KS,20035,99.1,2012
"Crawford, KS",KS,20037,149.3,2012
"Decatur, KS",KS,20039,121,2012
"Dickinson, KS",KS,20041,59.4,2012
"Doniphan, KS",KS,20043,–,2012
"Douglas, KS",KS,20045,82.2,2012
"Edwards, KS",KS,20047,–,2012
"Elk, KS",KS,20049,–,2012
"Ellis, KS",KS,20051,137.9,2012
"Ellsworth, KS",KS,20053,85.7,2012
"Finney, KS",KS,20055,85.1,2012
"Ford, KS",KS,20057,91,2012
"Franklin, KS",KS,20059,145.2,2012
"Geary, KS",KS,20061,79.4,2012
"Gove, KS",KS,20063,–,2012
"Graham, KS",KS,20065,177.2,2012
"Grant, KS",KS,20067,–,2012
"Gray, KS",KS,20069,25.1,2012
"Greeley, KS",KS,20071,145.5,2012
"Greenwood, KS",KS,20073,–,2012
"Hamilton, KS",KS,20075,71.1,2012
"Harper, KS",KS,20077,74.7,2012
"Harvey, KS",KS,20079,104.9,2012
"Haskell, KS",KS,20081,–,2012
"Hodgeman, KS",KS,20083,–,2012
"Jackson, KS",KS,20085,54.5,2012
"Jefferson, KS",KS,20087,13.8,2012
"Jewell, KS",KS,20089,–,2012
"Johnson, KS",KS,20091,79.6,2012
"Kearny, KS",KS,20093,71.7,2012
"Kingman, KS",KS,20095,–,2012
"Kiowa, KS",KS,20097,–,2012
"Labette, KS",KS,20099,106.1,2012
"Lane, KS",KS,20101,–,2012
"Leavenworth, KS",KS,20103,60,2012
"Lincoln, KS",KS,20105,–,2012
"Linn, KS",KS,20107,–,2012
"Logan, KS",KS,20109,100.3,2012
"Lyon, KS",KS,20111,80.1,2012
"McPherson, KS",KS,20113,97.2,2012
"Marion, KS",KS,20115,35.2,2012
"Marshall, KS",KS,20117,35.1,2012
"Meade, KS",KS,20119,–,2012
"Miami, KS",KS,20121,23.6,2012
"Mitchell, KS",KS,20123,–,2012
"Montgomery, KS",KS,20125,118.7,2012
"Morris, KS",KS,20127,–,2012
"Morton, KS",KS,20129,271.6,2012
"Nemaha, KS",KS,20131,29.1,2012
"Neosho, KS",KS,20133,32.7,2012
