AREA,STATE,FIPS,RATE,Year
"Ness, KS",KS,20135,–,2012
"Norton, KS",KS,20137,99.1,2012
"Osage, KS",KS,20139,–,2012
"Osborne, KS",KS,20141,175.1,2012
"Ottawa, KS",KS,20143,–,2012
"Pawnee, KS",KS,20145,47.5,2012
"Phillips, KS",KS,20147,–,2012
"Pottawatomie, KS",KS,20149,–,2012
"Pratt, KS",KS,20151,216.6,2012
"Rawlins, KS",KS,20153,–,2012
"Reno, KS",KS,20155,121.9,2012
"Republic, KS",KS,20157,121.5,2012
"Rice, KS",KS,20159,43.5,2012
"Riley, KS",KS,20161,78.8,2012
"Rooks, KS",KS,20163,–,2012
"Rush, KS",KS,20165,61.5,2012
"Russell, KS",KS,20167,–,2012
"Saline, KS",KS,20169,157.5,2012
"Scott, KS",KS,20171,139.3,2012
"Sedgwick, KS",KS,20173,114.7,2012
"Seward, KS",KS,20175,154.9,2012
"Shawnee, KS",KS,20177,122.1,2012
"Sheridan, KS",KS,20179,56.8,2012
"Sherman, KS",KS,20181,112,2012
"Smith, KS",KS,20183,154.2,2012
"Stafford, KS",KS,20185,–,2012
"Stanton, KS",KS,20187,–,2012
"Stevens, KS",KS,20189,–,2012
"Sumner, KS",KS,20191,85.7,2012
"Thomas, KS",KS,20193,128.1,2012
"Trego, KS",KS,20195,151,2012
"Wabaunsee, KS",KS,20197,–,2012
"Wallace, KS",KS,20199,13.5,2012
"Washington, KS",KS,20201,18.6,2012
"Wichita, KS",KS,20203,–,2012
"Wilson, KS",KS,20205,120.3,2012
"Woodson, KS",KS,20207,–,2012
"Wyandotte, KS",KS,20209,81.7,2012
"Adair, KY",KY,21001,132.1,2012
"Allen, KY",KY,21003,93.5,2012
"Anderson, KY",KY,21005,127.8,2012
"Ballard, KY",KY,21007,125.5,2012
"Barren, KY",KY,21009,139.3,2012
"Bath, KY",KY,21011,40.3,2012
"Bell, KY",KY,21013,281.9,2012
"Boone, KY",KY,21015,120.2,2012
"Bourbon, KY",KY,21017,116.6,2012
"Boyd, KY",KY,21019,148.6,2012
"Boyle, KY",KY,21021,180.9,2012
"Bracken, KY",KY,21023,20.5,2012
"Breathitt, KY",KY,21025,244.6,2012
"Breckinridge, KY",KY,21027,58.6,2012
"Bullitt, KY",KY,21029,84.1,2012
"Butler, KY",KY,21031,169.5,2012
"Caldwell, KY",KY,21033,162.2,2012
"Calloway, KY",KY,21035,117.8,2012
"Campbell, KY",KY,21037,116,2012
"Carlisle, KY",KY,21039,72.7,2012
"Carroll, KY",KY,21041,199.1,2012
"Carter, KY",KY,21043,115.7,2012
"Casey, KY",KY,21045,71.6,2012
"Christian, KY",KY,21047,77.7,2012
"Clark, KY",KY,21049,145.4,2012
"Clay, KY",KY,21051,265.3,2012
"Clinton, KY",KY,21053,–,2012
"Crittenden, KY",KY,21055,142.3,2012
"Cumberland, KY",KY,21057,236.4,2012
"Daviess, KY",KY,21059,141.4,2012
"Edmonson, KY",KY,21061,106.7,2012
"Elliott, KY",KY,21063,–,2012
"Estill, KY",KY,21065,200.3,2012
"Fayette, KY",KY,21067,86.6,2012
"Fleming, KY",KY,21069,223.7,2012
"Floyd, KY",KY,21071,387.2,2012
"Franklin, KY",KY,21073,126.2,2012
"Fulton, KY",KY,21075,212.1,2012
"Gallatin, KY",KY,21077,–,2012
"Garrard, KY",KY,21079,65.5,2012
"Grant, KY",KY,21081,159.6,2012
"Graves, KY",KY,21083,98.9,2012
"Grayson, KY",KY,21085,156.6,2012
"Green, KY",KY,21087,96.5,2012
"Greenup, KY",KY,21089,123.9,2012
"Hancock, KY",KY,21091,–,2012
"Hardin, KY",KY,21093,96.9,2012
"Harlan, KY",KY,21095,171.7,2012
"Harrison, KY",KY,21097,109.7,2012
"Hart, KY",KY,21099,72.6,2012
"Henderson, KY",KY,21101,166.4,2012
"Henry, KY",KY,21103,65.6,2012
"Hickman, KY",KY,21105,85,2012
"Hopkins, KY",KY,21107,162.4,2012
"Jackson, KY",KY,21109,58.3,2012
"Jefferson, KY",KY,21111,114.3,2012
"Jessamine, KY",KY,21113,115,2012
"Johnson, KY",KY,21115,219.1,2012
"Kenton, KY",KY,21117,95.8,2012
"Knott, KY",KY,21119,89.8,2012
"Knox, KY",KY,21121,120.5,2012
"Larue, KY",KY,21123,83.4,2012
"Laurel, KY",KY,21125,150.4,2012
"Lawrence, KY",KY,21127,153,2012
"Lee, KY",KY,21129,206.4,2012
"Leslie, KY",KY,21131,235.4,2012
"Letcher, KY",KY,21133,195.9,2012
"Lewis, KY",KY,21135,38.2,2012
"Lincoln, KY",KY,21137,87.2,2012
"Livingston, KY",KY,21139,–,2012
"Logan, KY",KY,21141,91.4,2012
"Lyon, KY",KY,21143,139.3,2012
"McCracken, KY",KY,21145,225.6,2012
"McCreary, KY",KY,21147,148.2,2012
"McLean, KY",KY,21149,68.2,2012
"Madison, KY",KY,21151,114,2012
"Magoffin, KY",KY,21153,160.2,2012
"Marion, KY",KY,21155,130.1,2012
"Marshall, KY",KY,21157,132,2012
"Martin, KY",KY,21159,96.9,2012
"Mason, KY",KY,21161,129.9,2012
"Meade, KY",KY,21163,66.7,2012
"Menifee, KY",KY,21165,51,2012
"Mercer, KY",KY,21167,117.3,2012
"Metcalfe, KY",KY,21169,63.2,2012
"Monroe, KY",KY,21171,171.9,2012
"Montgomery, KY",KY,21173,199.6,2012
"Morgan, KY",KY,21175,63.5,2012
"Muhlenberg, KY",KY,21177,153,2012
"Nelson, KY",KY,21179,123.4,2012
"Nicholas, KY",KY,21181,–,2012
"Ohio, KY",KY,21183,121,2012
"Oldham, KY",KY,21185,72.4,2012
"Owen, KY",KY,21187,73.7,2012
"Owsley, KY",KY,21189,352,2012
"Pendleton, KY",KY,21191,59.8,2012
"Perry, KY",KY,21193,292.4,2012
"Pike, KY",KY,21195,306.2,2012
"Powell, KY",KY,21197,144.9,2012
"Pulaski, KY",KY,21199,139.5,2012
"Robertson, KY",KY,21201,–,2012
"Rockcastle, KY",KY,21203,104.4,2012
"Rowan, KY",KY,21205,167.5,2012
"Russell, KY",KY,21207,212.2,2012
"Scott, KY",KY,21209,97.7,2012
"Shelby, KY",KY,21211,102,2012
"Simpson, KY",KY,21213,152,2012
"Spencer, KY",KY,21215,63.5,2012
"Taylor, KY",KY,21217,137,2012
"Todd, KY",KY,21219,94.3,2012
"Trigg, KY",KY,21221,114.4,2012
"Trimble, KY",KY,21223,3.5,2012
"Union, KY",KY,21225,153.8,2012
"Warren, KY",KY,21227,127.9,2012
"Washington, KY",KY,21229,54.8,2012
"Wayne, KY",KY,21231,174,2012
"Webster, KY",KY,21233,135.6,2012
"Whitley, KY",KY,21235,364.2,2012
"Wolfe, KY",KY,21237,101.1,2012
"Woodford, KY",KY,21239,80,2012
"Acadia, LA",LA,22001,84.7,2012
"Allen, LA",LA,22003,99,2012
"Ascension, LA",LA,22005,117.1,2012
"Assumption, LA",LA,22007,39.9,2012
"Avoyelles, LA",LA,22009,134.9,2012
"Beauregard, LA",LA,22011,109.7,2012
"Bienville, LA",LA,22013,–,2012
"Bossier, LA",LA,22015,107.2,2012
"Caddo, LA",LA,22017,122.5,2012
"Calcasieu, LA",LA,22019,121.7,2012
"Caldwell, LA",LA,22021,–,2012
"Cameron, LA",LA,22023,–,2012
"Catahoula, LA",LA,22025,114.7,2012
"Claiborne, LA",LA,22027,66.8,2012
"Concordia, LA",LA,22029,63.3,2012
"De Soto, LA",LA,22031,33.3,2012
"East Baton Rouge, LA",LA,22033,118.2,2012
"East Carroll, LA",LA,22035,106.2,2012
"East Feliciana, LA",LA,22037,71.9,2012
"Evangeline, LA",LA,22039,227.8,2012
"Franklin, LA",LA,22041,102.7,2012
"Grant, LA",LA,22043,–,2012
"Iberia, LA",LA,22045,120.4,2012
"Iberville, LA",LA,22047,102.5,2012
"Jackson, LA",LA,22049,34.1,2012
"Jefferson, LA",LA,22051,124.1,2012
"Jefferson Davis, LA",LA,22053,115.8,2012
"Lafayette, LA",LA,22055,136.3,2012
"Lafourche, LA",LA,22057,107.3,2012
"La Salle, LA",LA,22059,135.9,2012
"Lincoln, LA",LA,22061,104.8,2012
"Livingston, LA",LA,22063,118.9,2012
"Madison, LA",LA,22065,–,2012
"Morehouse, LA",LA,22067,115.3,2012
"Natchitoches, LA",LA,22069,89.8,2012
"Orleans, LA",LA,22071,73.8,2012
"Ouachita, LA",LA,22073,128,2012
"Plaquemines, LA",LA,22075,–,2012
"Pointe Coupee, LA",LA,22077,98.6,2012
"Rapides, LA",LA,22079,169.5,2012
"Red River, LA",LA,22081,–,2012
"Richland, LA",LA,22083,67.8,2012
"Sabine, LA",LA,22085,101.6,2012
"St. Bernard, LA",LA,22087,143.7,2012
"St. Charles, LA",LA,22089,88.9,2012
"St. Helena, LA",LA,22091,52.1,2012
"St. James, LA",LA,22093,45.6,2012
"St. John the Baptist, LA",LA,22095,93.9,2012
"St. Landry, LA",LA,22097,161,2012
"St. Martin, LA",LA,22099,90.6,2012
"St. Mary, LA",LA,22101,139.9,2012
"St. Tammany, LA",LA,22103,135.5,2012
"Tangipahoa, LA",LA,22105,148,2012
"Tensas, LA",LA,22107,–,2012
"Terrebonne, LA",LA,22109,121.5,2012
"Union, LA",LA,22111,68.7,2012
"Vermilion, LA",LA,22113,83.2,2012
"Vernon, LA",LA,22115,87.3,2012
"Washington, LA",LA,22117,162.9,2012
"Webster, LA",LA,22119,126.1,2012
"West Baton Rouge, LA",LA,22121,82.7,2012
"West Carroll, LA",LA,22123,105.2,2012
"West Feliciana, LA",LA,22125,47.2,2012
"Winn, LA",LA,22127,33,2012
"Barnstable, MA",MA,25001,83.8,2012
"Berkshire, MA",MA,25003,89.8,2012
"Bristol, MA",MA,25005,94.6,2012
"Dukes, MA",MA,25007,80.3,2012
"Essex, MA",MA,25009,65.3,2012
"Franklin, MA",MA,25011,67.9,2012
"Hampden, MA",MA,25013,91,2012
"Hampshire, MA",MA,25015,72.8,2012
"Middlesex, MA",MA,25017,48.4,2012
"Nantucket, MA",MA,25019,48.9,2012
"Norfolk, MA",MA,25021,57.1,2012
"Plymouth, MA",MA,25023,71.7,2012
"Suffolk, MA",MA,25025,48.2,2012
"Worcester, MA",MA,25027,73.9,2012
"Allegany, MD",MD,24001,136.7,2012
"Anne Arundel, MD",MD,24003,81.9,2012
"Baltimore, MD",MD,24005,87.3,2012
"Calvert, MD",MD,24009,110.3,2012
"Caroline, MD",MD,24011,65.2,2012
"Carroll, MD",MD,24013,85.2,2012
"Cecil, MD",MD,24015,96.8,2012
"Charles, MD",MD,24017,96,2012
"Dorchester, MD",MD,24019,79.6,2012
"Frederick, MD",MD,24021,86.4,2012
"Garrett, MD",MD,24023,111.5,2012
"Harford, MD",MD,24025,91.2,2012
"Howard, MD",MD,24027,40.9,2012
"Kent, MD",MD,24029,140.3,2012
"Montgomery, MD",MD,24031,42,2012
"Prince George’s, MD",MD,24033,48.7,2012
"Queen Anne’s, MD",MD,24035,83.1,2012
"St. Mary’s, MD",MD,24037,73.5,2012
"Somerset, MD",MD,24039,59.8,2012
"Talbot, MD",MD,24041,118.7,2012
"Washington, MD",MD,24043,128.2,2012
"Wicomico, MD",MD,24045,108.4,2012
"Worcester, MD",MD,24047,103.9,2012
"Baltimore City, MD",MD,24510,72.2,2012
"Androscoggin, ME",ME,23001,102.2,2012
"Aroostook, ME",ME,23003,83.2,2012
"Cumberland, ME",ME,23005,78.7,2012
"Franklin, ME",ME,23007,76.7,2012
"Hancock, ME",ME,23009,85.3,2012
"Kennebec, ME",ME,23011,120.7,2012
"Knox, ME",ME,23013,76.2,2012
"Lincoln, ME",ME,23015,72.6,2012
"Oxford, ME",ME,23017,91.7,2012
"Penobscot, ME",ME,23019,107.7,2012
"Piscataquis, ME",ME,23021,111.1,2012
"Sagadahoc, ME",ME,23023,87.6,2012
"Somerset, ME",ME,23025,87.7,2012
"Waldo, ME",ME,23027,66.5,2012
"Washington, ME",ME,23029,80,2012
"York, ME",ME,23031,81.3,2012
"Alcona, MI",MI,26001,34,2012
"Alger, MI",MI,26003,85.5,2012
"Allegan, MI",MI,26005,59.3,2012
"Alpena, MI",MI,26007,139.7,2012
"Antrim, MI",MI,26009,52.9,2012
"Arenac, MI",MI,26011,132.9,2012
"Baraga, MI",MI,26013,109.3,2012
"Barry, MI",MI,26015,53.8,2012
"Bay, MI",MI,26017,105,2012
"Benzie, MI",MI,26019,85.4,2012
"Berrien, MI",MI,26021,119.3,2012
"Branch, MI",MI,26023,94.3,2012
"Calhoun, MI",MI,26025,122.1,2012
"Cass, MI",MI,26027,45,2012
"Charlevoix, MI",MI,26029,102.7,2012
"Cheboygan, MI",MI,26031,145.1,2012
"Chippewa, MI",MI,26033,85,2012
"Clare, MI",MI,26035,156.7,2012
"Clinton, MI",MI,26037,42.6,2012
"Crawford, MI",MI,26039,116.4,2012
"Delta, MI",MI,26041,123.7,2012
"Dickinson, MI",MI,26043,142.2,2012
"Eaton, MI",MI,26045,107.6,2012
"Emmet, MI",MI,26047,138,2012
"Genesee, MI",MI,26049,134,2012
"Gladwin, MI",MI,26051,125.1,2012
"Gogebic, MI",MI,26053,132.8,2012
"Grand Traverse, MI",MI,26055,148.1,2012
"Gratiot, MI",MI,26057,92.5,2012
"Hillsdale, MI",MI,26059,80.6,2012
"Houghton, MI",MI,26061,32,2012
"Huron, MI",MI,26063,74.3,2012
"Ingham, MI",MI,26065,93.5,2012
"Ionia, MI",MI,26067,75.3,2012
"Iosco, MI",MI,26069,160.5,2012
"Iron, MI",MI,26071,118.2,2012
"Isabella, MI",MI,26073,91.1,2012
"Jackson, MI",MI,26075,104.5,2012
"Kalamazoo, MI",MI,26077,96.3,2012
"Kalkaska, MI",MI,26079,127.6,2012
"Kent, MI",MI,26081,90.2,2012
"Keweenaw, MI",MI,26083,–,2012
"Lake, MI",MI,26085,–,2012
"Lapeer, MI",MI,26087,89.1,2012
"Leelanau, MI",MI,26089,25.9,2012
"Lenawee, MI",MI,26091,86.9,2012
"Livingston, MI",MI,26093,72.2,2012
"Luce, MI",MI,26095,140.8,2012
"Mackinac, MI",MI,26097,97.3,2012
"Macomb, MI",MI,26099,116.8,2012
"Manistee, MI",MI,26101,121.5,2012
"Marquette, MI",MI,26103,87.7,2012
"Mason, MI",MI,26105,170.3,2012
"Mecosta, MI",MI,26107,109.5,2012
"Menominee, MI",MI,26109,70.7,2012
"Midland, MI",MI,26111,90.3,2012
"Missaukee, MI",MI,26113,21.9,2012
"Monroe, MI",MI,26115,108.6,2012
"Montcalm, MI",MI,26117,127.9,2012
"Montmorency, MI",MI,26119,68.3,2012
"Muskegon, MI",MI,26121,155.1,2012
"Newaygo, MI",MI,26123,144.6,2012
"Oakland, MI",MI,26125,87.1,2012
"Oceana, MI",MI,26127,48.4,2012
"Ogemaw, MI",MI,26129,164.4,2012
"Ontonagon, MI",MI,26131,45.6,2012
"Osceola, MI",MI,26133,97.7,2012
"Oscoda, MI",MI,26135,154,2012
"Otsego, MI",MI,26137,174.1,2012
"Ottawa, MI",MI,26139,68,2012
"Presque Isle, MI",MI,26141,58.3,2012
"Roscommon, MI",MI,26143,207.5,2012
"Saginaw, MI",MI,26145,108.7,2012
"St. Clair, MI",MI,26147,109,2012
"St. Joseph, MI",MI,26149,129.1,2012
"Sanilac, MI",MI,26151,51.2,2012
"Schoolcraft, MI",MI,26153,107.6,2012
"Shiawassee, MI",MI,26155,107,2012
"Tuscola, MI",MI,26157,79.8,2012
"Van Buren, MI",MI,26159,110.4,2012
"Washtenaw, MI",MI,26161,60.8,2012
"Wayne, MI",MI,26163,106.9,2012
"Wexford, MI",MI,26165,182.8,2012
"Aitkin, MN",MN,27001,122.9,2012
"Anoka, MN",MN,27003,65.3,2012
"Becker, MN",MN,27005,71.6,2012
"Beltrami, MN",MN,27007,89.1,2012
"Benton, MN",MN,27009,51.1,2012
"Big Stone, MN",MN,27011,129.1,2012
"Blue Earth, MN",MN,27013,78.9,2012
"Brown, MN",MN,27015,82.1,2012
"Carlton, MN",MN,27017,113.3,2012
"Carver, MN",MN,27019,52.1,2012
"Cass, MN",MN,27021,52.1,2012
"Chippewa, MN",MN,27023,74.2,2012
"Chisago, MN",MN,27025,29.5,2012
"Clay, MN",MN,27027,67.9,2012
"Clearwater, MN",MN,27029,89.3,2012
"Cook, MN",MN,27031,–,2012
"Cottonwood, MN",MN,27033,82.1,2012
"Crow Wing, MN",MN,27035,74.4,2012
"Dakota, MN",MN,27037,63.8,2012
"Dodge, MN",MN,27039,21.9,2012
"Douglas, MN",MN,27041,109.3,2012
"Faribault, MN",MN,27043,53.3,2012
"Fillmore, MN",MN,27045,23.1,2012
"Freeborn, MN",MN,27047,40.1,2012
"Goodhue, MN",MN,27049,57.9,2012
"Grant, MN",MN,27051,52.5,2012
"Hennepin, MN",MN,27053,54.3,2012
"Houston, MN",MN,27055,0.5,2012
"Hubbard, MN",MN,27057,76.4,2012
"Isanti, MN",MN,27059,60.5,2012
"Itasca, MN",MN,27061,95.1,2012
"Jackson, MN",MN,27063,34.2,2012
"Kanabec, MN",MN,27065,78.3,2012
"Kandiyohi, MN",MN,27067,75.3,2012
"Kittson, MN",MN,27069,38.5,2012
"Koochiching, MN",MN,27071,74.8,2012
"Lac qui Parle, MN",MN,27073,57.6,2012
"Lake, MN",MN,27075,–,2012
"Lake of the Woods, MN",MN,27077,84.4,2012
"Le Sueur, MN",MN,27079,25.2,2012
"Lincoln, MN",MN,27081,54.4,2012
"Lyon, MN",MN,27083,48.8,2012
"McLeod, MN",MN,27085,77.9,2012
"Mahnomen, MN",MN,27087,73,2012
"Marshall, MN",MN,27089,32,2012
"Martin, MN",MN,27091,103.3,2012
"Meeker, MN",MN,27093,49.4,2012
"Mille Lacs, MN",MN,27095,93.3,2012
"Morrison, MN",MN,27097,77.2,2012
"Mower, MN",MN,27099,55.6,2012
"Murray, MN",MN,27101,37,2012
"Nicollet, MN",MN,27103,28.2,2012
"Nobles, MN",MN,27105,60.3,2012
"Norman, MN",MN,27107,49.8,2012
"Olmsted, MN",MN,27109,44.7,2012
"Otter Tail, MN",MN,27111,62.6,2012
"Pennington, MN",MN,27113,91.8,2012
"Pine, MN",MN,27115,60.7,2012
"Pipestone, MN",MN,27117,81.8,2012
"Polk, MN",MN,27119,62,2012
"Pope, MN",MN,27121,64.8,2012
"Ramsey, MN",MN,27123,56.3,2012
"Red Lake, MN",MN,27125,41.1,2012
"Redwood, MN",MN,27127,54.5,2012
"Renville, MN",MN,27129,27.9,2012
"Rice, MN",MN,27131,63,2012
"Rock, MN",MN,27133,47.5,2012
"Roseau, MN",MN,27135,56.3,2012
"St. Louis, MN",MN,27137,92,2012
"Scott, MN",MN,27139,44.4,2012
"Sherburne, MN",MN,27141,54.9,2012
"Sibley, MN",MN,27143,28.6,2012
"Stearns, MN",MN,27145,65.5,2012
"Steele, MN",MN,27147,64.2,2012
"Stevens, MN",MN,27149,52.3,2012
"Swift, MN",MN,27151,64.1,2012
"Todd, MN",MN,27153,30.3,2012
"Traverse, MN",MN,27155,47.8,2012
"Wabasha, MN",MN,27157,–,2012
"Wadena, MN",MN,27159,180.1,2012
"Waseca, MN",MN,27161,51.3,2012
"Washington, MN",MN,27163,68.8,2012
"Watonwan, MN",MN,27165,42.4,2012
"Wilkin, MN",MN,27167,89.2,2012
"Winona, MN",MN,27169,68.4,2012
"Wright, MN",MN,27171,61.3,2012
"Yellow Medicine, MN",MN,27173,41.7,2012
"Adair, MO",MO,29001,146.3,2012
"Andrew, MO",MO,29003,–,2012
"Atchison, MO",MO,29005,48.1,2012
"Audrain, MO",MO,29007,89.8,2012
"Barry, MO",MO,29009,107.7,2012
"Barton, MO",MO,29011,54.4,2012
"Bates, MO",MO,29013,41.4,2012
"Benton, MO",MO,29015,110.5,2012
"Bollinger, MO",MO,29017,89.7,2012
"Boone, MO",MO,29019,58.5,2012
"Buchanan, MO",MO,29021,149.9,2012
"Butler, MO",MO,29023,261.4,2012
"Caldwell, MO",MO,29025,–,2012
"Callaway, MO",MO,29027,45.7,2012
"Camden, MO",MO,29029,144.8,2012
"Cape Girardeau, MO",MO,29031,135.3,2012
"Carroll, MO",MO,29033,124.4,2012
"Carter, MO",MO,29035,–,2012
"Cass, MO",MO,29037,124.2,2012
"Cedar, MO",MO,29039,–,2012
"Chariton, MO",MO,29041,–,2012
"Christian, MO",MO,29043,102.7,2012
"Clark, MO",MO,29045,–,2012
"Clay, MO",MO,29047,104.2,2012
"Clinton, MO",MO,29049,44,2012
"Cole, MO",MO,29051,143.4,2012
"Cooper, MO",MO,29053,44.6,2012
"Crawford, MO",MO,29055,64.4,2012
"Dade, MO",MO,29057,54.3,2012
"Dallas, MO",MO,29059,28.5,2012
"Daviess, MO",MO,29061,35.4,2012
"DeKalb, MO",MO,29063,–,2012
"Dent, MO",MO,29065,119.1,2012
"Douglas, MO",MO,29067,77,2012
"Dunklin, MO",MO,29069,161.8,2012
"Franklin, MO",MO,29071,117.2,2012
"Gasconade, MO",MO,29073,28.6,2012
"Gentry, MO",MO,29075,44.3,2012
"Greene, MO",MO,29077,143.1,2012
"Grundy, MO",MO,29079,144.6,2012
"Harrison, MO",MO,29081,115.8,2012
"Henry, MO",MO,29083,141.3,2012
"Hickory, MO",MO,29085,–,2012
"Holt, MO",MO,29087,–,2012
"Howard, MO",MO,29089,–,2012
"Howell, MO",MO,29091,200.7,2012
"Iron, MO",MO,29093,59.3,2012
"Jackson, MO",MO,29095,95.2,2012
"Jasper, MO",MO,29097,167.6,2012
"Jefferson, MO",MO,29099,90.5,2012
"Johnson, MO",MO,29101,44.9,2012
"Knox, MO",MO,29103,–,2012
"Laclede, MO",MO,29105,144.4,2012
"Lafayette, MO",MO,29107,10,2012
"Lawrence, MO",MO,29109,56.3,2012
"Lewis, MO",MO,29111,47.2,2012
"Lincoln, MO",MO,29113,94.9,2012
"Linn, MO",MO,29115,68.2,2012
"Livingston, MO",MO,29117,179,2012
"McDonald, MO",MO,29119,38.1,2012
"Macon, MO",MO,29121,46.4,2012
"Madison, MO",MO,29123,133.5,2012
"Maries, MO",MO,29125,–,2012
"Marion, MO",MO,29127,134.1,2012
"Mercer, MO",MO,29129,78.2,2012
"Miller, MO",MO,29131,81.4,2012
"Mississippi, MO",MO,29133,88.7,2012
"Moniteau, MO",MO,29135,5.8,2012
"Monroe, MO",MO,29137,–,2012
"Montgomery, MO",MO,29139,90.8,2012
"Morgan, MO",MO,29141,28,2012
"New Madrid, MO",MO,29143,66.5,2012
"Newton, MO",MO,29145,50.6,2012
"Nodaway, MO",MO,29147,73.6,2012
"Oregon, MO",MO,29149,34,2012
"Osage, MO",MO,29151,15.3,2012
"Ozark, MO",MO,29153,61.1,2012
"Pemiscot, MO",MO,29155,171.8,2012
"Perry, MO",MO,29157,74.9,2012
"Pettis, MO",MO,29159,94.4,2012
"Phelps, MO",MO,29161,171.7,2012
"Pike, MO",MO,29163,64.9,2012
"Platte, MO",MO,29165,85.8,2012
"Polk, MO",MO,29167,177.7,2012
"Pulaski, MO",MO,29169,62.8,2012
"Putnam, MO",MO,29171,–,2012
"Ralls, MO",MO,29173,–,2012
"Randolph, MO",MO,29175,117.9,2012
"Ray, MO",MO,29177,46.7,2012
"Reynolds, MO",MO,29179,–,2012
"Ripley, MO",MO,29181,195.1,2012
"St. Charles, MO",MO,29183,90.9,2012
"St. Clair, MO",MO,29185,–,2012
"Ste. Genevieve, MO",MO,29186,48.2,2012
"St. Francois, MO",MO,29187,188.4,2012
